Job_id,Job_Title,Company,Skill,Experience,No_of_Skills,Lang_score,stars,Age,Link
80,Data Scientist,Code Pilot,"{Data Mining, Machine Learning, R, Python, SQL}","{2, 2, 2, 3, 5}",5,"{0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.35714285714285715}",,30,https://www.indeed.com/rc/clk?jk=ca83a15f965091d9&fccid=f31ab15e49b41186&vjs=3
81,Data Scientist,Talking Rain Beverage Company,"{Data Mining, Machine Learning, R, Python, Excel, SQL}","{2, 5, 3, 4, 5, 4}",6,"{0.08695652173913043, 0.21739130434782608, 0.13043478260869565, 0.17391304347826086, 0.21739130434782608, 0.17391304347826086}",3.799999952,28,https://www.indeed.com/rc/clk?jk=dfdc7580d00f9701&fccid=df9dc5d07ee2f57f&vjs=3
82,Data Scientist,Bright Cellars,"{MySQL, Machine Learning, R, Python}","{3, 5, 1, 2}",4,"{0.2727272727272727, 0.45454545454545453, 0.09090909090909091, 0.18181818181818182}",1.299999952,30,https://www.indeed.com/rc/clk?jk=39e1704da7d43250&fccid=8e62baf61c1eb713&vjs=3
83,Data Scientist - Junior,MetroStar Systems,"{Data Mining, Tableau}","{1, 4}",2,"{0.2, 0.8}",4.5,18,https://www.indeed.com/rc/clk?jk=13bf74fcb690bf2b&fccid=5d258a6ed19226b0&vjs=3
84,Data Scientist,Omatic Software,"{Salesforce CRM, Pardot, Marketing Automation, SQL}","{3, 3, 2, 4}",4,"{0.25, 0.25, 0.16666666666666666, 0.3333333333333333}",,30,https://www.indeed.com/rc/clk?jk=ab76640594667ca3&fccid=18c9889a27c05c17&vjs=3
85,Data Scientist,Central Intelligence Agency,"{Certified Internal Auditor, UI}","{3, 4}",2,"{0.42857142857142855, 0.5714285714285714}",4.300000191,30,https://www.indeed.com/rc/clk?jk=a74ca76425ca908c&fccid=e9870e3159e9c6ac&vjs=3
86,Data Scientist,Schnucks,"{Statistical Software, R, SAS, Microsoft Office, Excel, SQL, Big Data, Alteryx, SPSS, MATLAB, Six Sigma Certification, Six Sigma, Google Suite, Python}","{3, 4, 4, 4, 1, 5, 3, 5, 1, 5, 3, 5, 4, 2}",14,"{0.061224489795918366, 0.08163265306122448, 0.08163265306122448, 0.08163265306122448, 0.02040816326530612, 0.10204081632653061, 0.061224489795918366, 0.10204081632653061, 0.02040816326530612, 0.10204081632653061, 0.061224489795918366, 0.10204081632653061, 0.08163265306122448, 0.04081632653061224}",3.599999905,30,https://www.indeed.com/rc/clk?jk=b8c2c1edf382da16&fccid=9856c18783985871&vjs=3
87,Data Scientist / Prognostic Health Monitoring Specialist,Abbott Laboratories,"{Machine Learning, R, SQL, MATLAB, Python, Signal Processing}","{1, 4, 5, 5, 5, 5}",6,"{0.04, 0.16, 0.2, 0.2, 0.2, 0.2}",4.099999905,6,https://www.indeed.com/rc/clk?jk=b6c729d7c5e25f9a&fccid=7942658690eba67c&vjs=3
88,Data Scientist,Lawrence Berkeley National Laboratory,"{Perl, Statisical Analysis, C/C++, Java, Troubleshooting, Python}","{3, 4, 5, 5, 3, 4}",6,"{0.125, 0.16666666666666666, 0.20833333333333334, 0.20833333333333334, 0.125, 0.16666666666666666}",4.199999809,7,https://www.indeed.com/rc/clk?jk=52ec4b0d6a7bf140&fccid=5bee64c47451d1c2&vjs=3
89,Data Scientist,Shift Technology,"{.Net, C#, Machine Learning}","{5, 2, 1}",3,"{0.625, 0.25, 0.125}",,30,https://www.indeed.com/rc/clk?jk=88079d5a38717fa2&fccid=8fed3c2c731465ef&vjs=3
90,Data Analytics - Data Scientist,Consumers Energy,"{Microsoft SQL Server, Microsoft Powerpoint, Visual Basic, SAP, SQL, Tableau, Six Sigma Certification}","{5, 4, 5, 2, 1, 5, 1}",7,"{0.21739130434782608, 0.17391304347826086, 0.21739130434782608, 0.08695652173913043, 0.043478260869565216, 0.21739130434782608, 0.043478260869565216}",4,13,https://www.indeed.com/rc/clk?jk=21243f4032e14aa5&fccid=aa8a1b8314910702&vjs=3
91,Data Scientist,Penn State University,"{Data Mining, Machine Learning}","{5, 1}",2,"{0.8333333333333334, 0.16666666666666666}",4.400000095,30,https://www.indeed.com/rc/clk?jk=5365cd70fd0bec2f&fccid=ee32437d8dec00bd&vjs=3
92,Data scientist,VillageCare,"{Business Intelligence, SQL, Excel, Microsoft Access}","{1, 5, 5, 1}",4,"{0.08333333333333333, 0.4166666666666667, 0.4166666666666667, 0.08333333333333333}",3.099999905,30,https://www.indeed.com/rc/clk?jk=93c82adc03bab87f&fccid=0dec8b7e81d58180&vjs=3
93,Data Scientist,Intercontinental Exchange,"{Machine Learning, Visual Basic, R, Oracle, C/C++, SQL, Java, Python}","{2, 1, 4, 4, 1, 3, 5, 5}",8,"{0.08, 0.04, 0.16, 0.16, 0.04, 0.12, 0.2, 0.2}",3.5,30,https://www.indeed.com/rc/clk?jk=533390bac654f181&fccid=306f81e1483f7d82&vjs=3
94,Intern - Data Scientist,Palo Alto Networks,"{JavaScript, Spark, Machine Learning, Hadoop, Data Science}","{1, 2, 1, 4, 2}",5,"{0.1, 0.2, 0.1, 0.4, 0.2}",4.099999905,30,https://www.indeed.com/rc/clk?jk=6c14cab0a5158d2e&fccid=0562f887e2bed9ea&vjs=3
95,Data Scientist,The Rawlings Group,"{Data Mining, Machine Learning, R, Python, SQL}","{5, 5, 2, 3, 3}",5,"{0.2777777777777778, 0.2777777777777778, 0.1111111111111111, 0.16666666666666666, 0.16666666666666666}",2.700000048,30,https://www.indeed.com/rc/clk?jk=0c92db28cfa8fb39&fccid=f0bdae477b5bbe76&vjs=3
96,Data Scientist,Devoted Health,"{Machine Learning, Python, SQL, AWS}","{3, 4, 4, 2}",4,"{0.23076923076923078, 0.3076923076923077, 0.3076923076923077, 0.15384615384615385}",,28,https://www.indeed.com/rc/clk?jk=ce010a351122b1bb&fccid=e5719b46cb3432f4&vjs=3
97,Data Scientist,Caris Life Sciences,"{Linux, Data Mining, R, Python, SQL}","{2, 5, 4, 3, 3}",5,"{0.11764705882352941, 0.29411764705882354, 0.23529411764705882, 0.17647058823529413, 0.17647058823529413}",3.200000048,12,https://www.indeed.com/rc/clk?jk=55e1b6d90be86df7&fccid=b1f63de84c0bf6ed&vjs=3
98,Data Scientist (Corporate),MGM Resorts International,"{Machine Learning, R, SAS, SQL, Customer Service, Teradata}","{1, 3, 2, 3, 3, 1}",6,"{0.07692307692307693, 0.23076923076923078, 0.15384615384615385, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693}",4,19,https://www.indeed.com/rc/clk?jk=25591dcd7a9e7c6b&fccid=ffe2a8d347177024&vjs=3
99,Senior Data Scientist,ADT Corporation,"{Microsoft Powerpoint, Visual Basic, R, Python, SQL, Microsoft Office, Tableau}","{4, 2, 3, 5, 3, 3, 1}",7,"{0.19047619047619047, 0.09523809523809523, 0.14285714285714285, 0.23809523809523808, 0.14285714285714285, 0.14285714285714285, 0.047619047619047616}",3.400000095,5,https://www.indeed.com/rc/clk?jk=64420a48909a483f&fccid=27a2140ddcca6697&vjs=3
100,Sr Data Scientist,T-Mobile,"{Statistical Software, Data Mining, Microsoft SQL Server, Microsoft Powerpoint, R, Marketing, SAS, Oracle, Microsoft Office, Minitab, Teradata, STATA, SPSS, MATLAB, Python}","{4, 2, 1, 1, 5, 5, 3, 1, 4, 4, 3, 1, 1, 3, 1}",15,"{0.10256410256410256, 0.05128205128205128, 0.02564102564102564, 0.02564102564102564, 0.1282051282051282, 0.1282051282051282, 0.07692307692307693, 0.02564102564102564, 0.10256410256410256, 0.10256410256410256, 0.07692307692307693, 0.02564102564102564, 0.02564102564102564, 0.07692307692307693, 0.02564102564102564}",4,11,https://www.indeed.com/rc/clk?jk=6a8aa03c5e67beb6&fccid=d124dbfd3785b597&vjs=3
101,Data Scientist,OM Partners,"{Machine Learning, R, SQL}","{1, 1, 3}",3,"{0.2, 0.2, 0.6}",,30,https://www.indeed.com/rc/clk?jk=a7ab4913cbe4a51a&fccid=291c4b8251ea1163&vjs=3
102,Data Scientist - IS&T,Thomas Jefferson University and Hospitals,"{Linux, Data Mining, Machine Learning, R, SAS, SQL, Natural Language Processing, Python}","{4, 4, 3, 3, 5, 1, 5, 1}",8,"{0.15384615384615385, 0.15384615384615385, 0.11538461538461539, 0.11538461538461539, 0.19230769230769232, 0.038461538461538464, 0.19230769230769232, 0.038461538461538464}",4,25,https://www.indeed.com/rc/clk?jk=9e8785705ed60b0e&fccid=cce48ad42816872f&vjs=3
103,Data Science Development Program- Junior Data Scientist,MassMutual Financial Group,"{Machine Learning, R, Python, SQL}","{4, 3, 4, 5}",4,"{0.25, 0.1875, 0.25, 0.3125}",3.799999952,30,https://www.indeed.com/rc/clk?jk=fb86202738fc1da8&fccid=acf786d7ca32d66d&vjs=3
104,Data Scientist,FourthWall Media,"{TensorFlow, Hive, Hadoop, R, Python, SQL}","{3, 2, 1, 4, 3, 1}",6,"{0.21428571428571427, 0.14285714285714285, 0.07142857142857142, 0.2857142857142857, 0.21428571428571427, 0.07142857142857142}",,30,https://www.indeed.com/rc/clk?jk=e56f2ca7f206b275&fccid=d36e68037c569543&vjs=3
105,Data Scientist,Catalina Marketing,"{Data Mining, Machine Learning, R, SAS, Data Science, Python, SQL}","{5, 2, 5, 2, 5, 1, 5}",7,"{0.2, 0.08, 0.2, 0.08, 0.2, 0.04, 0.2}",3.200000048,29,https://www.indeed.com/rc/clk?jk=8d5a79f14333dfaf&fccid=7cb8926c790321ab&vjs=3
106,Data Scientist,Adobe,"{Hive, Machine Learning, R, Python, SQL}","{3, 1, 2, 4, 4}",5,"{0.21428571428571427, 0.07142857142857142, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857}",4.300000191,25,https://www.indeed.com/rc/clk?jk=23959f0e43391047&fccid=f89deb5a97c7738a&vjs=3
107,Check and Deposit Fraud Data Scientist,BB&T,"{AI, Data Mining, Microsoft SQL Server, Machine Learning, R, SAS, SQL, Tableau, ACH, Six Sigma, Python, DB2}","{2, 3, 1, 1, 4, 4, 5, 4, 4, 1, 3, 3}",12,"{0.05714285714285714, 0.08571428571428572, 0.02857142857142857, 0.02857142857142857, 0.11428571428571428, 0.11428571428571428, 0.14285714285714285, 0.11428571428571428, 0.11428571428571428, 0.02857142857142857, 0.08571428571428572, 0.08571428571428572}",3.700000048,9,https://www.indeed.com/rc/clk?jk=54f612661b33b32d&fccid=759af91e89b79cf5&vjs=3
