Id,Name,Description,Created on,Updated on,Owner,License,Includes wiki,Forks count,Issues count,Stars count,Watchers count,Repo URL,Commits URL,Languages URL,Languages
230993673,ECE-720---R-Code-for-720,R-Codes for Social Network Analysis,2019-12-30T23:28:24Z,2019-12-30T23:35:36Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/ECE-720---R-Code-for-720,https://api.github.com/repos/alisajedi/ECE-720---R-Code-for-720/commits,https://api.github.com/repos/alisajedi/ECE-720---R-Code-for-720/languages,
230994034,ECE-720---R-code-for-720---I,Original code by Igor Malis,2019-12-30T23:32:55Z,2019-12-30T23:35:21Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/ECE-720---R-code-for-720---I,https://api.github.com/repos/alisajedi/ECE-720---R-code-for-720---I/commits,https://api.github.com/repos/alisajedi/ECE-720---R-code-for-720---I/languages,R
230993640,ECE-720---R-codes-for-SNA,Social network analysis sample r-codes,2019-12-30T23:27:58Z,2019-12-30T23:34:56Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/ECE-720---R-codes-for-SNA,https://api.github.com/repos/alisajedi/ECE-720---R-codes-for-SNA/commits,https://api.github.com/repos/alisajedi/ECE-720---R-codes-for-SNA/languages,
230993686,ECE-720-R-Code-Activity,,2019-12-30T23:28:36Z,2019-12-30T23:28:38Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/ECE-720-R-Code-Activity,https://api.github.com/repos/alisajedi/ECE-720-R-Code-Activity/commits,https://api.github.com/repos/alisajedi/ECE-720-R-Code-Activity/languages,
224123894,ECE422-Proj2-StartKit,Starter kit for the ECE422 Project,2019-11-26T06:59:25Z,2019-11-26T06:59:28Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/ECE422-Proj2-StartKit,https://api.github.com/repos/alisajedi/ECE422-Proj2-StartKit/commits,https://api.github.com/repos/alisajedi/ECE422-Proj2-StartKit/languages,
222334607,ECE720-Assignment-1,,2019-11-18T00:51:02Z,2019-11-18T00:51:04Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/ECE720-Assignment-1,https://api.github.com/repos/alisajedi/ECE720-Assignment-1/commits,https://api.github.com/repos/alisajedi/ECE720-Assignment-1/languages,
222558192,ECE720Assignment1,,2019-11-18T22:36:11Z,2019-11-18T22:36:13Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/ECE720Assignment1,https://api.github.com/repos/alisajedi/ECE720Assignment1/commits,https://api.github.com/repos/alisajedi/ECE720Assignment1/languages,
222518342,ece720_asn1,,2019-11-18T18:38:58Z,2019-11-18T18:39:00Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/ece720_asn1,https://api.github.com/repos/alisajedi/ece720_asn1/commits,https://api.github.com/repos/alisajedi/ece720_asn1/languages,
76282709,egit-github,GitHub Mylyn Connector,2016-12-12T18:13:44Z,2016-12-12T18:13:47Z,alisajedi,,True,1,0,0,0,https://api.github.com/repos/alisajedi/egit-github,https://api.github.com/repos/alisajedi/egit-github/commits,https://api.github.com/repos/alisajedi/egit-github/languages,Java
25891440,elasticsearch,,2014-10-28T21:40:22Z,2014-10-28T21:09:39Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/elasticsearch,https://api.github.com/repos/alisajedi/elasticsearch/commits,https://api.github.com/repos/alisajedi/elasticsearch/languages,
149829115,enjoyhint,,2018-09-21T23:35:42Z,2018-09-21T23:35:45Z,alisajedi,MIT License,True,0,0,0,0,https://api.github.com/repos/alisajedi/enjoyhint,https://api.github.com/repos/alisajedi/enjoyhint/commits,https://api.github.com/repos/alisajedi/enjoyhint/languages,JavaScript
26618050,ESDemo,,2014-11-14T02:16:29Z,2014-11-14T02:16:30Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/ESDemo,https://api.github.com/repos/alisajedi/ESDemo/commits,https://api.github.com/repos/alisajedi/ESDemo/languages,Java
49236625,FillerCreepForAndroid,A Game that Attempts to Demo MVC for Android,2016-01-07T23:16:28Z,2019-05-08T10:55:12Z,alisajedi,,True,17,0,0,0,https://api.github.com/repos/alisajedi/FillerCreepForAndroid,https://api.github.com/repos/alisajedi/FillerCreepForAndroid/commits,https://api.github.com/repos/alisajedi/FillerCreepForAndroid/languages,Java
54285801,GameXchange,,2016-03-19T20:29:02Z,2016-03-19T20:29:03Z,alisajedi,MIT License,True,0,0,0,0,https://api.github.com/repos/alisajedi/GameXchange,https://api.github.com/repos/alisajedi/GameXchange/commits,https://api.github.com/repos/alisajedi/GameXchange/languages,Java
130502275,GeoTask,Taking your tasks around the globe!,2018-04-21T18:40:04Z,2018-04-21T18:40:07Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/GeoTask,https://api.github.com/repos/alisajedi/GeoTask/commits,https://api.github.com/repos/alisajedi/GeoTask/languages,Java
38783257,GHDataDumpManipulator,,2015-07-08T22:23:38Z,2015-07-09T01:02:54Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/GHDataDumpManipulator,https://api.github.com/repos/alisajedi/GHDataDumpManipulator/commits,https://api.github.com/repos/alisajedi/GHDataDumpManipulator/languages,Java
117169805,gitdemo,,2018-01-12T00:18:46Z,2018-01-12T00:18:46Z,alisajedi,,True,1,0,0,0,https://api.github.com/repos/alisajedi/gitdemo,https://api.github.com/repos/alisajedi/gitdemo/commits,https://api.github.com/repos/alisajedi/gitdemo/languages,
117028057,gitdemo-old,Demo of git commands for Wednesday lab.,2018-01-11T00:23:59Z,2018-01-12T00:18:21Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/gitdemo-old,https://api.github.com/repos/alisajedi/gitdemo-old/commits,https://api.github.com/repos/alisajedi/gitdemo-old/languages,
116887325,gitdemo-tue,,2018-01-10T00:33:03Z,2018-01-11T00:22:15Z,alisajedi,,True,0,0,0,0,https://api.github.com/repos/alisajedi/gitdemo-tue,https://api.github.com/repos/alisajedi/gitdemo-tue/commits,https://api.github.com/repos/alisajedi/gitdemo-tue/languages,
